Year,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk▼,Comb,Solo,Ast,TFL,QBHits,Sfty
1986,Lawrence Taylor*+\TaylLa00,NYG,27,ROLB,16,16,,,,,,,,,,,20.5,,,,,,
