Year,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
1971,Alan Page*+\PageAl00,MIN,26,RDT,14,14,,,,,,,0,3,8,0,0.0,,,,,,2
