,Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,RECTgt,RECRec,RECYds,RECY/R,RECTD,RECY/G,RECCtch%,RECY/Tgt,TotYds,TotTD,TotY/G,MVP
887,888,Chris Brown\BrowCh03,2005,24,3-93,TEN,NFL,15,14.0,224,851,3.8,5,56.7,37.0,25,327,13.08,2,21.8,67.6%,8.84,1178,7,78.5,0
888,889,Barry Foster\FostBa00,1994,26,5-128,PIT,NFL,11,10.0,216,851,3.94,5,77.4,28.0,20,124,6.2,0,11.3,71.4%,4.43,975,5,88.7,0
889,890,Frank Pollard\PollFr00,1984,27,11-305,PIT,NFL,15,15.0,213,851,4.0,6,56.7,,21,186,8.86,0,12.4,,,1037,6,69.10000000000001,0
890,891,C.J. Anderson\AndeC.00,2014,23,,DEN,NFL,15,7.0,179,849,4.74,8,56.6,44.0,34,324,9.53,2,21.6,77.3%,7.36,1173,10,78.2,0
891,892,Hoyle Granger\GranHo00,1968,24,4-63 5-37AFL,HOU,AFL,13,13.0,202,848,4.2,7,65.2,,26,361,13.88,0,27.8,,,1209,7,93.0,0
892,893,Garrison Hearst\HearGa00,1996,25,1-3,CIN,NFL,16,12.0,225,847,3.76,0,52.9,22.0,12,131,10.92,1,8.2,54.5%,5.95,978,1,61.099999999999994,0
893,894,Chris Warren\WarrCh00,1997,29,4-89,SEA,NFL,15,13.0,200,847,4.24,4,56.5,54.0,45,257,5.71,0,17.1,83.3%,4.76,1104,4,73.6,0
894,895,Mike Alstott\AlstMi00,1998,25,2-35,TAM,NFL,16,16.0,215,846,3.93,8,52.9,30.0,22,152,6.91,1,9.5,73.3%,5.07,998,9,62.4,0
895,896,Bill Mathis\MathBi00,1961,23,8-88,NYT,AFL,14,,202,846,4.19,7,60.4,,12,42,3.5,1,3.0,,,888,8,63.4,0
896,897,Michael Pittman\PittMi00,2001,26,4-95,ARI,NFL,15,14.0,241,846,3.51,5,56.4,66.0,42,264,6.29,0,17.6,63.6%,4.0,1110,5,74.0,0
897,898,Calvin Hill\HillCa00,1974,27,1-24,DAL,NFL,12,12.0,185,844,4.56,7,70.3,,12,134,11.17,0,11.2,,,978,7,81.5,0
898,899,Chester Taylor\TaylCh01,2007,28,6-207,MIN,NFL,14,8.0,157,844,5.38,7,60.3,43.0,29,281,9.69,0,20.1,67.4%,6.53,1125,7,80.4,0
899,900,DeAngelo Williams\WillDe02,2013,30,1-27,CAR,NFL,15,15.0,201,843,4.19,3,56.2,36.0,26,333,12.81,1,22.2,72.2%,9.25,1176,4,78.4,0
900,901,Latavius Murray\MurrLa00,2017,27,6-181,MIN,NFL,16,11.0,216,842,3.9,8,52.6,17.0,15,103,6.87,0,6.4,88.2%,6.06,945,8,59.0,0
901,902,Timmy Brown\BrowTi01,1963,26,27-313,PHI,NFL,14,14.0,192,841,4.38,6,60.1,,36,487,13.53,4,34.8,,,1328,10,94.9,0
902,903,Abner Haynes\HaynAb00,1961,24,5-55,DTX,AFL,14,13.0,179,841,4.7,9,60.1,,34,558,16.41,3,39.9,,,1399,12,100.0,0
903,904,Nick Pietrosante\PietNi00,1961,24,1-6,DET,NFL,14,14.0,201,841,4.18,5,60.1,,26,315,12.12,0,22.5,,,1156,5,82.6,0
904,905,LeSean McCoy\McCoLe01,2012,24,2-53,PHI,NFL,12,12.0,200,840,4.2,2,70.0,67.0,54,373,6.91,3,31.1,80.6%,5.57,1213,5,101.1,0
905,906,Antowain Smith\SmitAn00,1997,25,1-23,BUF,NFL,16,0.0,194,840,4.33,8,52.5,47.0,28,177,6.32,0,11.1,59.6%,3.77,1017,8,63.6,0
906,907,Charlie Garner\GarnCh00,2001,29,2-42,OAK,NFL,16,16.0,211,839,3.98,1,52.4,91.0,72,578,8.03,2,36.1,79.1%,6.35,1417,3,88.5,0
907,908,Jeremy Hill\HillJe01,2016,24,2-55,CIN,NFL,15,13.0,222,839,3.78,9,55.9,27.0,21,174,8.29,0,11.6,77.8%,6.44,1013,9,67.5,0
908,909,Mark van Eeghen\VanEMa00,1980,28,3-75,OAK,NFL,16,16.0,222,838,3.77,5,52.4,,29,259,8.93,0,16.2,,,1097,5,68.6,0
909,910,Larry Csonka*\CsonLa00,1979,33,1-8,MIA,NFL,16,16.0,220,837,3.8,12,52.3,,16,75,4.69,1,4.7,,,912,13,57.0,0
910,911,Bam Morris\MorrBa00,1994,22,3-91,PIT,NFL,15,6.0,198,836,4.22,7,55.7,25.0,22,204,9.27,0,13.6,88.0%,8.16,1040,7,69.3,0
911,912,Don Perkins\PerkDo00,1968,30,9-106,DAL,NFL,14,14.0,191,836,4.38,4,59.7,,17,180,10.59,2,12.9,,,1016,6,72.60000000000001,0
912,913,Jonathan Stewart\StewJo00,2008,21,1-13,CAR,NFL,16,0.0,184,836,4.54,10,52.3,17.0,8,47,5.88,0,2.9,47.1%,2.76,883,10,55.199999999999996,0
913,914,DeAngelo Williams\WillDe02,2011,28,1-27,CAR,NFL,16,14.0,155,836,5.39,7,52.3,25.0,16,135,8.44,0,8.4,64.0%,5.4,971,7,60.699999999999996,0
914,915,Brandon Jacobs\JacoBr00,2009,27,4-110,NYG,NFL,15,15.0,224,835,3.73,5,55.7,31.0,18,184,10.22,1,12.3,58.1%,5.94,1019,6,68.0,0
915,916,Laurence Maroney\MaroLa00,2007,22,1-21,NWE,NFL,13,6.0,185,835,4.51,6,64.2,8.0,4,116,29.0,0,8.9,50.0%,14.5,951,6,73.10000000000001,0
916,917,Marion Butts\ButtMa00,1991,25,7-183,SDG,NFL,16,8.0,193,834,4.32,6,52.1,,10,91,9.1,1,5.7,,,925,7,57.800000000000004,0
917,918,Gerald Riggs\RiggGe00,1989,29,1-9,WAS,NFL,12,7.0,201,834,4.15,4,69.5,,7,67,9.57,0,5.6,,,901,4,75.1,0
918,919,Marcel Shipp\ShipMa00,2002,24,,ARI,NFL,15,6.0,188,834,4.44,6,55.6,49.0,38,413,10.87,3,27.5,77.6%,8.43,1247,9,83.1,0
919,920,Chris Ivory\IvorCh00,2013,25,,NYJ,NFL,15,6.0,182,833,4.58,3,55.5,7.0,2,10,5.0,0,0.7,28.6%,1.43,843,3,56.2,0
920,921,John Stephens\StepJo00,1989,23,1-17,NWE,NFL,14,12.0,244,833,3.41,7,59.5,,21,207,9.86,0,14.8,,,1040,7,74.3,0
921,922,Marcus Allen*\AlleMa00,1988,28,1-10,RAI,NFL,15,15.0,223,831,3.73,7,55.4,,34,303,8.91,1,20.2,,,1134,8,75.6,0
922,923,Emerson Boozer\BoozEm00,1973,30,7-98 6-46AFL,NYJ,NFL,13,12.0,182,831,4.57,3,63.9,,22,130,5.91,3,10.0,,,961,6,73.9,0
923,924,Eddie Lee Ivery\IverEd00,1980,23,1-15,GNB,NFL,16,16.0,202,831,4.11,3,51.9,,50,481,9.62,1,30.1,,,1312,4,82.0,0
924,925,Sammie Smith\SmitSa00,1990,23,1-9,MIA,NFL,16,16.0,226,831,3.68,8,51.9,,11,134,12.18,1,8.4,,,965,9,60.3,0
925,926,Tom Woodeshick\WoodTo01,1969,28,8-102 4-28AFL,PHI,NFL,12,12.0,186,831,4.47,4,69.3,,22,177,8.05,0,14.8,,,1008,4,84.1,0
926,927,Marcus Allen*\AlleMa00,1996,36,1-10,KAN,NFL,16,15.0,206,830,4.03,9,51.9,35.0,27,270,10.0,0,16.9,77.1%,7.71,1100,9,68.8,0
927,928,Roger Craig\CraiRo00,1986,26,2-49,SFO,NFL,16,15.0,204,830,4.07,7,51.9,,81,624,7.7,0,39.0,,,1454,7,90.9,0
928,929,Lorenzo Hampton\HampLo00,1986,24,1-27,MIA,NFL,16,16.0,186,830,4.46,9,51.9,,61,446,7.31,3,27.9,,,1276,12,79.8,0
929,930,Thomas Rawls\RawlTh00,2015,22,,SEA,NFL,13,7.0,147,830,5.65,4,63.8,11.0,9,76,8.44,1,5.8,81.8%,6.91,906,5,69.6,0
930,931,Marcel Shipp\ShipMa00,2003,25,,ARI,NFL,16,11.0,228,830,3.64,0,51.9,37.0,30,184,6.13,0,11.5,81.1%,4.97,1014,0,63.4,0
931,932,Duce Staley\StalDu00,2004,29,3-71,PIT,NFL,10,10.0,192,830,4.32,1,83.0,12.0,6,55,9.17,0,5.5,50.0%,4.58,885,1,88.5,0
932,933,Bill Brown\BrowBi00,1966,28,2-20 6-45AFL,MIN,NFL,14,14.0,251,829,3.3,6,59.2,,37,359,9.7,0,25.6,,,1188,6,84.80000000000001,0
933,934,Joseph Addai\AddaJo00,2009,26,1-30,IND,NFL,15,15.0,219,828,3.78,10,55.2,63.0,51,336,6.59,3,22.4,81.0%,5.33,1164,13,77.6,0
934,935,Kenny King\KingKe00,1981,24,3-72,OAK,NFL,14,14.0,170,828,4.87,0,59.1,,27,216,8.0,0,15.4,,,1044,0,74.5,0
935,936,Rodney Hampton\HampRo00,1996,27,1-24,NYG,NFL,15,15.0,254,827,3.26,1,55.1,22.0,15,82,5.47,0,5.5,68.2%,3.73,909,1,60.6,0
936,937,Chuck Muncie\MuncCh00,1980,27,1-3,2TM,NFL,15,8.0,175,827,4.73,6,55.1,,31,259,8.35,0,17.3,,,1086,6,72.4,0
937,938,Keith Lincoln\LincKe00,1963,24,5-61 2-15AFL,SDG,AFL,14,,128,826,6.45,5,59.0,,24,325,13.54,3,23.2,,,1151,8,82.2,0
938,939,Essex Johnson\JohnEs00,1972,26,6-156,CIN,NFL,14,11.0,212,825,3.89,4,58.9,,29,420,14.48,2,30.0,,,1245,6,88.9,0
939,940,Herschel Walker\WalkHe00,1991,29,5-114,MIN,NFL,15,15.0,198,825,4.17,10,55.0,,33,204,6.18,0,13.6,,,1029,10,68.6,0
940,941,Sam Cunningham\CunnSa00,1976,26,1-11,NWE,NFL,11,11.0,172,824,4.79,3,74.9,,27,299,11.07,0,27.2,,,1123,3,102.10000000000001,0
941,942,Clem Daniels\DaniCl00,1964,27,,OAK,AFL,14,,173,824,4.76,2,58.9,,42,696,16.57,6,49.7,,,1520,8,108.6,0
942,943,Mack Herron\HerrMa01,1974,26,6-143,NWE,NFL,14,14.0,231,824,3.57,7,58.9,,38,474,12.47,5,33.9,,,1298,12,92.8,0
943,944,Kareem Hunt\HuntKa00,2018,23,3-86,KAN,NFL,11,11.0,181,824,4.55,7,74.9,35.0,26,378,14.54,7,34.4,74.3%,10.8,1202,14,109.30000000000001,0
944,945,Maurice Jones-Drew\DrewMa00,2008,23,2-60,JAX,NFL,16,3.0,197,824,4.18,12,51.5,75.0,62,565,9.11,2,35.3,82.7%,7.53,1389,14,86.8,0
945,946,Jonathan Stewart\StewJo00,2016,29,1-13,CAR,NFL,13,13.0,218,824,3.78,9,63.4,21.0,8,60,7.5,0,4.6,38.1%,2.86,884,9,68.0,0
946,947,Jim Braxton\BraxJi00,1975,26,3-57,BUF,NFL,14,14.0,186,823,4.42,9,58.8,,26,282,10.85,4,20.1,,,1105,13,78.9,0
947,948,Dalton Hilliard\HillDa00,1988,24,2-31,NOR,NFL,16,8.0,204,823,4.03,5,51.4,,34,335,9.85,1,20.9,,,1158,6,72.3,0
948,949,Brandon Jacobs\JacoBr00,2010,28,4-110,NYG,NFL,16,5.0,147,823,5.6,9,51.4,13.0,7,59,8.43,0,3.7,53.8%,4.54,882,9,55.1,0
949,950,Natrone Means\MeanNa00,1997,25,2-41,JAX,NFL,14,11.0,244,823,3.37,9,58.8,20.0,15,104,6.93,0,7.4,75.0%,5.2,927,9,66.2,0
950,951,Don Perkins\PerkDo00,1967,29,9-106,DAL,NFL,14,14.0,201,823,4.09,6,58.8,,18,116,6.44,0,8.3,,,939,6,67.1,0
951,952,J.D. Smith\SmitJ.00,1961,29,15-179,SFO,NFL,14,14.0,167,823,4.93,8,58.8,,28,343,12.25,1,24.5,,,1166,9,83.3,0
952,953,Cadillac Williams\WillCa02,2009,27,1-5,TAM,NFL,16,15.0,211,823,3.9,4,51.4,39.0,28,217,7.75,3,13.6,71.8%,5.56,1040,7,65.0,0
953,954,Kevan Barlow\BarlKe00,2004,25,3-80,SFO,NFL,15,14.0,244,822,3.37,7,54.8,45.0,35,212,6.06,0,14.1,77.8%,4.71,1034,7,68.89999999999999,0
954,955,Rob Carpenter\CarpRo01,1981,26,3-84,2TM,NFL,14,13.0,208,822,3.95,5,58.7,,37,281,7.59,1,20.1,,,1103,6,78.80000000000001,0
955,956,Brent Fullwood\FullBr00,1989,26,1-4,GNB,NFL,15,15.0,204,821,4.02,5,54.7,,19,214,11.26,0,14.3,,,1035,5,69.0,0
956,957,Nick Goings\GoinNi00,2004,26,,CAR,NFL,16,8.0,217,821,3.78,6,51.3,61.0,45,394,8.76,1,24.6,73.8%,6.46,1215,7,75.9,0
957,958,Chris Ivory\IvorCh00,2014,26,,NYJ,NFL,16,10.0,198,821,4.15,6,51.3,27.0,18,123,6.83,1,7.7,66.7%,4.56,944,7,59.0,0
958,959,Johnny Johnson\JohnJo00,1993,25,7-169,NYJ,NFL,15,9.0,198,821,4.15,3,54.7,83.0,67,641,9.57,1,42.7,80.7%,7.72,1462,4,97.4,0
959,960,MacArthur Lane\LaneMa00,1972,30,1-13,GNB,NFL,14,14.0,177,821,4.64,3,58.6,,26,285,10.96,0,20.4,,,1106,3,79.0,0
960,961,Stephen Davis\DaviSt00,2002,28,4-102,WAS,NFL,12,12.0,207,820,3.96,7,68.3,33.0,23,142,6.17,1,11.8,69.7%,4.3,962,8,80.1,0
961,962,Lydell Mitchell\MitcLy00,1978,29,2-48,SDG,NFL,16,11.0,214,820,3.83,3,51.3,,57,500,8.77,2,31.3,,,1320,5,82.6,0
962,963,Julius Jones\JoneJu01,2004,23,2-43,DAL,NFL,8,7.0,197,819,4.16,7,102.4,26.0,17,109,6.41,0,13.6,65.4%,4.19,928,7,116.0,0
963,964,Marshall Faulk*\FaulMa00,2003,30,1-2,STL,NFL,11,11.0,209,818,3.91,10,74.4,61.0,45,290,6.44,1,26.4,73.8%,4.75,1108,11,100.80000000000001,0
964,965,Vagas Ferguson\FergVa00,1980,23,1-25,NWE,NFL,16,16.0,211,818,3.88,2,51.1,,22,173,7.86,0,10.8,,,991,2,61.900000000000006,0
965,966,Walt Garrison\GarrWa00,1969,25,5-79 17-151AFL,DAL,NFL,13,13.0,176,818,4.65,2,62.9,,13,131,10.08,0,10.1,,,949,2,73.0,0
966,967,Miles Sanders\SandMi01,2019,22,2-53,PHI,NFL,16,11.0,179,818,4.57,3,51.1,63.0,50,509,10.18,3,31.8,79.4%,8.08,1327,6,82.9,0
967,968,Mark van Eeghen\VanEMa00,1979,27,3-75,OAK,NFL,16,16.0,223,818,3.67,7,51.1,,51,474,9.29,2,29.6,,,1292,9,80.7,0
968,969,Kenyan Drake\DrakKe00,2019,25,3-73,2TM,NFL,14,10.0,170,817,4.81,8,58.4,68.0,50,345,6.9,0,24.6,73.5%,5.07,1162,8,83.0,0
969,970,Leroy Kelly*\KellLe00,1969,27,8-110,CLE,NFL,13,14.0,196,817,4.17,9,62.8,,20,267,13.35,1,20.5,,,1084,10,83.3,0
970,971,Rod Bernstine\BernRo00,1993,28,1-24,DEN,NFL,15,14.0,223,816,3.66,4,54.4,61.0,44,372,8.45,0,24.8,72.1%,6.1,1188,4,79.2,0
971,972,Terry Metcalf\MetcTe00,1975,24,3-63,STL,NFL,13,13.0,165,816,4.95,9,62.8,,43,378,8.79,2,29.1,,,1194,11,91.9,0
972,973,Roger Craig\CraiRo00,1987,27,2-49,SFO,NFL,14,14.0,215,815,3.79,3,58.2,,66,492,7.45,1,35.1,,,1307,4,93.30000000000001,0
973,974,Don Perkins\PerkDo00,1961,23,9-106,DAL,NFL,14,14.0,200,815,4.08,4,58.2,,32,298,9.31,1,21.3,,,1113,5,79.5,0
974,975,Vick Ballard\BallVi00,2012,22,5-170,IND,NFL,16,12.0,211,814,3.86,2,50.9,27.0,17,152,8.94,1,9.5,63.0%,5.63,966,3,60.4,0
975,976,Matt Breida\BreiMa00,2018,23,,SFO,NFL,14,13.0,153,814,5.32,3,58.1,31.0,27,261,9.67,2,18.6,87.1%,8.42,1075,5,76.7,0
976,977,Chris Johnson\JohnCh04,2015,30,1-24,ARI,NFL,11,9.0,196,814,4.15,3,74.0,13.0,6,58,9.67,0,5.3,46.2%,4.46,872,3,79.3,0
977,978,Willis Crenshaw\CrenWi00,1968,27,9-114 26-204AFL,STL,NFL,14,14.0,203,813,4.0,6,58.1,,23,232,10.09,1,16.6,,,1045,7,74.7,0
978,979,Matt Forte\FortMa00,2016,31,2-44,NYJ,NFL,14,13.0,218,813,3.73,7,58.1,43.0,30,263,8.77,1,18.8,69.8%,6.12,1076,8,76.9,0
979,980,Erric Pegram\PegrEr00,1995,26,6-145,PIT,NFL,15,11.0,213,813,3.82,5,54.2,35.0,26,206,7.92,1,13.7,74.3%,5.89,1019,6,67.9,0
980,981,Corey Dillon\DillCo00,2006,32,2-43,NWE,NFL,16,13.0,199,812,4.08,13,50.8,16.0,15,147,9.8,0,9.2,93.8%,9.19,959,13,60.0,0
981,982,Brian Westbrook\WestBr00,2004,25,3-91,PHI,NFL,13,12.0,177,812,4.59,3,62.5,87.0,73,703,9.63,6,54.1,83.9%,8.08,1515,9,116.6,0
982,983,Jerome Bettis*\BettJe00,2003,31,1-10,PIT,NFL,16,10.0,246,811,3.3,7,50.7,22.0,13,86,6.62,0,5.4,59.1%,3.91,897,7,56.1,0
983,984,Sam Cunningham\CunnSa00,1974,24,1-11,NWE,NFL,10,10.0,166,811,4.89,9,81.1,,22,214,9.73,2,21.4,,,1025,11,102.5,0
984,985,Leroy Kelly*\KellLe00,1972,30,8-110,CLE,NFL,14,14.0,224,811,3.62,4,57.9,,23,204,8.87,1,14.6,,,1015,5,72.5,0
985,986,Chuck Muncie\MuncCh00,1977,24,1-3,NOR,NFL,14,11.0,201,811,4.03,6,57.9,,21,248,11.81,1,17.7,,,1059,7,75.6,0
986,987,Vic Washington\WashVi00,1971,25,4-87,SFO,NFL,14,13.0,191,811,4.25,3,57.9,,36,317,8.81,4,22.6,,,1128,7,80.5,0
987,988,Marion Butts\ButtMa00,1992,26,7-183,SDG,NFL,15,15.0,218,809,3.71,4,53.9,11.0,9,73,8.11,0,4.9,81.8%,6.64,882,4,58.8,0
988,989,Fred Lane\LaneFr00,1997,22,,CAR,NFL,13,7.0,182,809,4.45,7,62.2,13.0,8,27,3.38,0,2.1,61.5%,2.08,836,7,64.3,0
989,990,Jonathan Stewart\StewJo00,2014,27,1-13,CAR,NFL,13,8.0,175,809,4.62,3,62.2,31.0,25,181,7.24,1,13.9,80.6%,5.84,990,4,76.10000000000001,0
990,991,Cleveland Gary\GaryCl00,1990,24,1-26,RAM,NFL,15,7.0,204,808,3.96,14,53.9,,30,150,5.0,1,10.0,,,958,15,63.9,0
991,992,John Stephens\StepJo00,1990,24,1-17,NWE,NFL,16,14.0,212,808,3.81,2,50.5,,28,196,7.0,1,12.3,,,1004,3,62.8,0
992,993,Cullen Bryant\BryaCu00,1980,29,2-31,RAM,NFL,16,16.0,183,807,4.41,3,50.4,,53,386,7.28,3,24.1,,,1193,6,74.5,0
993,994,Mike Thomas\ThomMi00,1977,24,5-108,WAS,NFL,13,13.0,228,806,3.54,3,62.0,,28,245,8.75,2,18.8,,,1051,5,80.8,0
994,995,Bill Brown\BrowBi00,1968,30,2-20 6-45AFL,MIN,NFL,14,14.0,222,805,3.63,11,57.5,,31,329,10.61,3,23.5,,,1134,14,81.0,0
995,996,Christian Okoye\OkoyCh00,1990,29,2-35,KAN,NFL,14,13.0,245,805,3.29,7,57.5,,4,23,5.75,0,1.6,,,828,7,59.1,0
996,997,Sherman Smith\SmitSh00,1978,24,2-58,SEA,NFL,12,12.0,165,805,4.88,6,67.1,,28,366,13.07,1,30.5,,,1171,7,97.6,0
997,998,Maurice Jones-Drew\DrewMa00,2013,28,2-60,JAX,NFL,15,15.0,234,803,3.43,5,53.5,60.0,43,314,7.3,0,20.9,71.7%,5.23,1117,5,74.4,0
998,999,Duane Thomas\ThomDu00,1970,23,1-23,DAL,NFL,14,8.0,151,803,5.32,5,57.4,,10,73,7.3,0,5.2,,,876,5,62.6,0
999,1000,Amos Marsh\MarsAm00,1962,23,,DAL,NFL,14,14.0,144,802,5.57,6,57.3,,35,467,13.34,2,33.4,,,1269,8,90.69999999999999,0
1000,1001,Randy McMillan\McMiRa00,1983,25,1-12,BAL,NFL,16,16.0,198,802,4.05,5,50.1,,24,195,8.13,1,12.2,,,997,6,62.3,0
1001,1002,Rickey Young\YounRi00,1976,23,7-164,SDG,NFL,14,14.0,162,802,4.95,4,57.3,,47,441,9.38,1,31.5,,,1243,5,88.8,0
1002,1003,Clem Daniels\DaniCl00,1966,29,,OAK,AFL,14,14.0,204,801,3.93,7,57.2,,40,652,16.3,3,46.6,,,1453,10,103.80000000000001,0
1003,1004,Chuck Foreman\ForeCh00,1973,23,1-12,MIN,NFL,12,10.0,182,801,4.4,4,66.8,,37,362,9.78,2,30.2,,,1163,6,97.0,0
1004,1005,Mike Garrett\GarrMi00,1966,22,2-18 20-178AFL,KAN,AFL,14,,147,801,5.45,6,57.2,,15,175,11.67,1,12.5,,,976,7,69.7,0
1005,1006,Tevin Coleman\ColeTe01,2018,25,3-73,ATL,NFL,16,14.0,167,800,4.79,4,50.0,44.0,32,276,8.63,5,17.3,72.7%,6.27,1076,9,67.3,0
1006,1007,Curtis Dickey\DickCu00,1980,24,1-5,BAL,NFL,15,5.0,176,800,4.55,11,53.3,,25,204,8.16,2,13.6,,,1004,13,66.89999999999999,0
1007,1008,Felix Jones\JoneFe00,2010,23,1-22,DAL,NFL,16,7.0,185,800,4.32,1,50.0,52.0,48,450,9.38,1,28.1,92.3%,8.65,1250,2,78.1,0
1008,1009,Les Josephson\JoseLe00,1967,25,,RAM,NFL,14,14.0,178,800,4.49,4,57.1,,37,400,10.81,4,28.6,,,1200,8,85.7,0
1009,1010,Stump Mitchell\MitcSt00,1986,27,9-226,STL,NFL,15,13.0,174,800,4.6,5,53.3,,41,276,6.73,0,18.4,,,1076,5,71.69999999999999,0
1010,1011,Michael Turner\TurnMi00,2012,30,5-154,ATL,NFL,16,16.0,222,800,3.6,10,50.0,30.0,19,128,6.74,1,8.0,63.3%,4.27,928,11,58.0,0
1011,1012,Mikel Leshoure\LeshMi00,2012,22,2-57,DET,NFL,14,14.0,215,798,3.71,9,57.0,49.0,34,214,6.29,0,15.3,69.4%,4.37,1012,9,72.3,0
1012,1013,Art Malone\MaloAr00,1972,24,2-39,ATL,NFL,14,14.0,180,798,4.43,8,57.0,,50,585,11.7,2,41.8,,,1383,10,98.8,0
1013,1014,Cadillac Williams\WillCa02,2006,24,1-5,TAM,NFL,14,14.0,225,798,3.55,1,57.0,44.0,30,196,6.53,0,14.0,68.2%,4.45,994,1,71.0,0
1014,1015,Alvin Kamara\KamaAl00,2019,24,3-67,NOR,NFL,14,9.0,171,797,4.66,5,56.9,97.0,81,533,6.58,1,38.1,83.5%,5.49,1330,6,95.0,0
1015,1016,Benny Malone\MaloBe00,1976,24,2-47,MIA,NFL,14,12.0,186,797,4.28,4,56.9,,9,103,11.44,0,7.4,,,900,4,64.3,0
1016,1017,Rob Carpenter\CarpRo01,1984,29,3-84,NYG,NFL,16,16.0,250,795,3.18,7,49.7,,26,209,8.04,1,13.1,,,1004,8,62.800000000000004,0
1017,1018,Adrian Murrell\MurrAd00,1995,25,5-120,NYJ,NFL,15,9.0,192,795,4.14,1,53.0,100.0,71,465,6.55,2,31.0,71.0%,4.65,1260,3,84.0,0
1018,1019,Jeremy Hill\HillJe01,2015,23,2-55,CIN,NFL,16,15.0,223,794,3.56,11,49.6,19.0,15,79,5.27,1,4.9,78.9%,4.16,873,12,54.5,0
1019,1020,Tom Tracy\TracTo00,1959,25,5-50,PIT,NFL,12,12.0,199,794,3.99,3,66.2,,23,273,11.87,5,22.8,,,1067,8,89.0,0
1020,1021,Darrin Nelson\NelsDa00,1986,27,1-7,MIN,NFL,16,16.0,191,793,4.15,4,49.6,,53,593,11.19,3,37.1,,,1386,7,86.7,0
1021,1022,Duane Thomas\ThomDu00,1971,24,1-23,DAL,NFL,11,10.0,175,793,4.53,11,72.1,,13,153,11.77,2,13.9,,,946,13,86.0,0
1022,1023,Pierre Thomas\ThomPi00,2009,25,,NOR,NFL,14,6.0,147,793,5.39,6,56.6,45.0,39,302,7.74,2,21.6,86.7%,6.71,1095,8,78.2,0
1023,1024,Beanie Wells\WellCh00,2009,21,1-31,ARI,NFL,16,0.0,176,793,4.51,7,49.6,16.0,12,143,11.92,0,8.9,75.0%,8.94,936,7,58.5,0
1024,1025,Wilbur Jackson\JackWi01,1976,25,1-9,SFO,NFL,14,14.0,200,792,3.96,1,56.6,,33,324,9.82,1,23.1,,,1116,2,79.7,0
1025,1026,Alan Ameche\AmecAl00,1958,25,1-3,BAL,NFL,12,12.0,171,791,4.63,8,65.9,,13,81,6.23,1,6.8,,,872,9,72.7,0
1026,1027,Willie Parker\ParkWi00,2008,28,,PIT,NFL,11,11.0,210,791,3.77,5,71.9,10.0,3,13,4.33,0,1.2,30.0%,1.3,804,5,73.10000000000001,0
1027,1028,Ronnie Coleman\ColeRo00,1975,24,,HOU,NFL,14,12.0,175,790,4.51,5,56.4,,18,129,7.17,0,9.2,,,919,5,65.6,0
1028,1029,Craig James\JameCr00,1984,23,7-187,NWE,NFL,15,7.0,160,790,4.94,1,52.7,,22,159,7.23,0,10.6,,,949,1,63.300000000000004,0
1029,1030,Le'Veon Bell\BellLe00,2019,27,2-48,NYJ,NFL,15,15.0,245,789,3.22,3,52.6,78.0,66,461,6.98,1,30.7,84.6%,5.91,1250,4,83.3,0
1030,1031,Franco Harris*\HarrFr00,1980,30,1-13,PIT,NFL,13,13.0,208,789,3.79,4,60.7,,30,196,6.53,2,15.1,,,985,6,75.8,0
1031,1032,Wilbert Montgomery\MontWi00,1984,30,6-154,PHI,NFL,16,15.0,201,789,3.93,2,49.3,,60,501,8.35,0,31.3,,,1290,2,80.6,0
1032,1033,Ken Willard\WillKe02,1970,27,1-2,SFO,NFL,14,14.0,236,789,3.34,7,56.4,,31,259,8.35,3,18.5,,,1048,10,74.9,0
1033,1034,Sammy Winder\WindSa00,1986,27,5-131,DEN,NFL,16,15.0,240,789,3.29,9,49.3,,26,171,6.58,5,10.7,,,960,14,60.0,0
1034,1035,Latavius Murray\MurrLa00,2016,26,6-181,OAK,NFL,14,12.0,195,788,4.04,12,56.3,43.0,33,264,8.0,0,18.9,76.7%,6.14,1052,12,75.19999999999999,0
1035,1036,Don Calhoun\CalhDo00,1980,28,10-249,NWE,NFL,16,16.0,200,787,3.94,9,49.2,,27,129,4.78,0,8.1,,,916,9,57.300000000000004,0
1036,1037,Clarence Davis\DaviCl00,1977,28,4-97,OAK,NFL,14,14.0,194,787,4.06,5,56.2,,16,124,7.75,0,8.9,,,911,5,65.10000000000001,0
1037,1038,John Henry Johnson*\JohnJo02,1961,32,2-18,PIT,NFL,14,13.0,213,787,3.69,6,56.2,,24,262,10.92,1,18.7,,,1049,7,74.9,0
1038,1039,Fred Taylor\TaylFr00,2005,29,1-9,JAX,NFL,11,11.0,194,787,4.06,3,71.5,18.0,13,83,6.38,0,7.5,72.2%,4.61,870,3,79.0,0
1039,1040,Wayne Wilson\WilsWa02,1983,26,12-324,NOR,NFL,14,8.0,199,787,3.95,9,56.2,,20,178,8.9,2,12.7,,,965,11,68.9,0
1040,1041,Warrick Dunn\DunnWa00,2008,33,1-12,TAM,NFL,15,6.0,186,786,4.23,2,52.4,68.0,47,330,7.02,0,22.0,69.1%,4.85,1116,2,74.4,0
