Year,Player,Tm,Age,Pos,G,GS,FGA,FGM▼,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
1982,Mark Moseley*+\moselmar01,WAS,34,K,9,0,1,1,6,6,8,8,6,5,,,21,20,48,95.2%,19,16,84.2%,,,,,,,,,,

https://grantland.com/the-triangle/the-year-the-nfl-went-insane-and-gave-a-kicker-the-mvp-award/
https://www.youtube.com/watch?v=mUILOiOdm3w
